Longitude;Latitude;Lote;Conjunto de datos;Producto;Id obj.;Distancia(m);Curso(deg);Duración(s);Elevación(m);Tiempo;Cuenta de área;Anch. de fja.(m);Desviación Y(m);Flj cultivos(M)(tonne/h);Humedad(%);Masa de rend.(húmedo)(tonne/ha);(húmedo)Vol. Rend. (húmedo)(L/ha);(seco)Masa de rend.(tonne/ha);Vol. de rend.(seco)(L/ha);Humedad(%);Temp. aire(°C);Velocidad del viento(km/h);Temp. suelo(°C);Num. de paso;Velocidad(km/h);Prod.(ha/h);Flj cultivos(V)(m³/s);Fecha
-56,56391021;-33,76188826;Sauce Chico;Harvest;1;1011;1,561;146,06;1,000;147,96;21/11/2023;Activado;10,67;0,00;45,18;7,890;7,536;11258;7,536;11258;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,019;21/11/2023
-56,56390063;-33,76189991;Sauce Chico;Harvest;1;1012;1,571;145,81;1,000;148,00;21/11/2023;Activado;10,67;0,00;44,57;7,890;7,387;11034;7,387;11034;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56389118;-33,76191165;Sauce Chico;Harvest;1;1013;1,571;145,86;1,000;148,04;21/11/2023;Activado;10,67;0,00;44,21;7,890;7,327;10945;7,327;10945;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56388179;-33,76192338;Sauce Chico;Harvest;1;1014;1,561;145,74;1,000;148,09;21/11/2023;Activado;10,67;0,00;45,43;7,900;7,578;11320;7,578;11320;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,019;21/11/2023
-56,56387228;-33,76193526;Sauce Chico;Harvest;1;1015;1,581;145,76;1,000;148,14;21/11/2023;Activado;10,67;0,00;43,06;7,890;7,091;10592;7,091;10592;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56386274;-33,76194698;Sauce Chico;Harvest;1;1016;1,571;145,72;1,000;148,18;21/11/2023;Activado;10,67;0,00;45,14;7,890;7,482;11177;7,482;11177;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,019;21/11/2023
-56,56385325;-33,76195862;Sauce Chico;Harvest;1;1017;1,561;145,71;1,000;148,23;21/11/2023;Activado;10,67;0,00;44,10;7,890;7,356;10988;7,356;10988;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,018;21/11/2023
-56,56384383;-33,76197033;Sauce Chico;Harvest;1;1018;1,561;145,93;1,000;148,28;21/11/2023;Activado;10,67;0,00;44,14;7,890;7,362;10997;7,362;10997;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,018;21/11/2023
-56,56383434;-33,76198207;Sauce Chico;Harvest;1;1019;1,571;145,97;1,000;148,32;21/11/2023;Activado;10,67;0,00;44,14;7,890;7,315;10927;7,315;10927;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56382485;-33,76199362;Sauce Chico;Harvest;1;1020;1,551;145,86;1,000;148,37;21/11/2023;Activado;10,67;0,00;45,58;7,880;7,651;11429;7,651;11429;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,019;21/11/2023
-56,56381544;-33,76200538;Sauce Chico;Harvest;1;1021;1,571;145,94;1,000;148,41;21/11/2023;Activado;10,67;0,00;43,27;7,880;7,172;10713;7,172;10713;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56380584;-33,76201692;Sauce Chico;Harvest;1;1022;1,561;145,76;1,000;148,44;21/11/2023;Activado;10,67;0,00;43,45;7,870;7,248;10827;7,248;10827;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,018;21/11/2023
-56,56379635;-33,76202868;Sauce Chico;Harvest;1;1023;1,571;145,71;1,000;148,49;21/11/2023;Activado;10,67;0,00;42,26;7,870;7,005;10464;7,005;10464;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56378690;-33,76204041;Sauce Chico;Harvest;1;1024;1,571;145,95;1,000;148,53;21/11/2023;Activado;10,67;0,00;45,36;7,880;7,518;11230;7,518;11230;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,019;21/11/2023
-56,56377758;-33,76205216;Sauce Chico;Harvest;1;1025;1,561;146,05;1,000;148,59;21/11/2023;Activado;10,67;0,00;44,39;7,880;7,404;11060;7,404;11060;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,018;21/11/2023
-56,56376827;-33,76206372;Sauce Chico;Harvest;1;1026;1,541;146,10;1,000;148,66;21/11/2023;Activado;10,67;0,00;45,54;7,890;7,695;11494;7,695;11494;0,00;-17,78;0,00;-17,78;4;5,548;5,918;0,019;21/11/2023
-56,56375887;-33,76207534;Sauce Chico;Harvest;1;1027;1,551;145,98;1,000;148,70;21/11/2023;Activado;10,67;0,00;43,42;7,880;7,288;10887;7,288;10887;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,018;21/11/2023
-56,56374948;-33,76208688;Sauce Chico;Harvest;1;1028;1,551;145,88;1,000;148,76;21/11/2023;Activado;10,67;0,00;45,11;7,880;7,572;11312;7,572;11312;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,019;21/11/2023
-56,56374005;-33,76209868;Sauce Chico;Harvest;1;1029;1,571;145,99;1,000;148,79;21/11/2023;Activado;10,67;0,00;42,12;7,870;6,981;10428;6,981;10428;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,017;21/11/2023
-56,56373071;-33,76211027;Sauce Chico;Harvest;1;1030;1,551;145,91;1,000;148,83;21/11/2023;Activado;10,67;0,00;41,26;7,870;6,926;10346;6,926;10346;0,00;-17,78;0,00;-17,78;4;5,584;5,957;0,017;21/11/2023
-56,56372118;-33,76212187;Sauce Chico;Harvest;1;1031;1,561;145,78;1,000;148,86;21/11/2023;Activado;10,67;0,00;36,86;7,870;6,149;9185,2;6,149;9185,2;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,015;21/11/2023
-56,56371163;-33,76213358;Sauce Chico;Harvest;1;1032;1,571;145,74;1,000;148,89;21/11/2023;Activado;10,67;0,00;42,44;7,880;7,034;10508;7,034;10508;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56370214;-33,76214542;Sauce Chico;Harvest;1;1033;1,581;145,82;1,000;148,92;21/11/2023;Activado;10,67;0,00;42,84;7,880;7,055;10539;7,055;10539;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56369266;-33,76215714;Sauce Chico;Harvest;1;1034;1,571;145,83;1,000;148,95;21/11/2023;Activado;10,67;0,00;42,19;7,880;6,993;10446;6,993;10446;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56368314;-33,76216897;Sauce Chico;Harvest;1;1035;1,581;145,89;1,000;148,99;21/11/2023;Activado;10,67;0,00;44,93;7,890;7,399;11053;7,399;11053;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56367365;-33,76218077;Sauce Chico;Harvest;1;1036;1,581;145,94;1,000;149,02;21/11/2023;Activado;10,67;0,00;43,67;7,900;7,192;10743;7,192;10743;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56366407;-33,76219250;Sauce Chico;Harvest;1;1037;1,571;145,88;1,000;149,07;21/11/2023;Activado;10,67;0,00;44,14;7,910;7,315;10927;7,315;10927;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56365457;-33,76220420;Sauce Chico;Harvest;1;1038;1,571;145,78;1,000;149,11;21/11/2023;Activado;10,67;0,00;41,40;7,910;6,861;10250;6,861;10250;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,017;21/11/2023
-56,56364502;-33,76221589;Sauce Chico;Harvest;1;1039;1,571;145,71;1,000;149,15;21/11/2023;Activado;10,67;0,00;40,21;7,900;6,665;9955,6;6,665;9955,6;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,017;21/11/2023
-56,56363571;-33,76222758;Sauce Chico;Harvest;1;1040;1,561;145,82;1,000;149,19;21/11/2023;Activado;10,67;0,00;40,64;7,900;6,779;10127;6,779;10127;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,017;21/11/2023
-56,56362624;-33,76223929;Sauce Chico;Harvest;1;1041;1,571;145,88;1,000;149,22;21/11/2023;Activado;10,67;0,00;39,42;7,910;6,533;9759,5;6,533;9759,5;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,016;21/11/2023
-56,56361682;-33,76225096;Sauce Chico;Harvest;1;1042;1,561;145,92;1,000;149,25;21/11/2023;Activado;10,67;0,00;37,33;7,920;6,227;9301,8;6,227;9301,8;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,015;21/11/2023
-56,56360740;-33,76226270;Sauce Chico;Harvest;1;1043;1,571;146,07;1,000;149,32;21/11/2023;Activado;10,67;0,00;40,21;7,930;6,665;9955,6;6,665;9955,6;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,017;21/11/2023
-56,56359798;-33,76227457;Sauce Chico;Harvest;1;1044;1,581;146,13;1,000;149,35;21/11/2023;Activado;10,67;0,00;39,60;7,930;6,522;9742,1;6,522;9742,1;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,016;21/11/2023
-56,56358831;-33,76228610;Sauce Chico;Harvest;1;1045;1,561;145,86;1,000;149,39;21/11/2023;Activado;10,67;0,00;41,26;7,930;6,881;10280;6,881;10280;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,017;21/11/2023
-56,56357889;-33,76229786;Sauce Chico;Harvest;1;1046;1,571;146,02;1,000;149,44;21/11/2023;Activado;10,67;0,00;38,09;7,930;6,313;9429,7;6,313;9429,7;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,016;21/11/2023
-56,56356938;-33,76230958;Sauce Chico;Harvest;1;1047;1,571;146,03;1,000;149,46;21/11/2023;Activado;10,67;0,00;43,49;7,930;7,208;10767;7,208;10767;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56355993;-33,76232138;Sauce Chico;Harvest;1;1048;1,571;146,05;1,000;149,51;21/11/2023;Activado;10,67;0,00;42,44;7,920;7,034;10508;7,034;10508;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56355034;-33,76233314;Sauce Chico;Harvest;1;1049;1,581;145,96;1,000;149,53;21/11/2023;Activado;10,67;0,00;41,26;7,920;6,794;10149;6,794;10149;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,017;21/11/2023
-56,56354078;-33,76234489;Sauce Chico;Harvest;1;1050;1,581;145,88;1,000;149,57;21/11/2023;Activado;10,67;0,00;40,75;7,920;6,711;10025;6,711;10025;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,017;21/11/2023
-56,56353124;-33,76235677;Sauce Chico;Harvest;1;1051;1,591;146,07;1,000;149,59;21/11/2023;Activado;10,67;0,00;40,75;7,920;6,669;9962,5;6,669;9962,5;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,017;21/11/2023
-56,56352167;-33,76236865;Sauce Chico;Harvest;1;1052;1,591;146,11;1,000;149,61;21/11/2023;Activado;10,67;0,00;41,54;7,920;6,799;10156;6,799;10156;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,017;21/11/2023
-56,56351215;-33,76238062;Sauce Chico;Harvest;1;1053;1,591;146,13;1,000;149,63;21/11/2023;Activado;10,67;0,00;42,52;7,920;6,958;10394;6,958;10394;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56350265;-33,76239240;Sauce Chico;Harvest;1;1054;1,571;146,04;1,000;149,66;21/11/2023;Activado;10,67;0,00;39,60;7,930;6,563;9804,1;6,563;9804,1;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,016;21/11/2023
-56,56349305;-33,76240428;Sauce Chico;Harvest;1;1055;1,591;145,89;1,000;149,69;21/11/2023;Activado;10,67;0,00;43,56;7,930;7,129;10649;7,129;10649;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56348338;-33,76241597;Sauce Chico;Harvest;1;1056;1,581;145,67;1,000;149,73;21/11/2023;Activado;10,67;0,00;40,28;7,930;6,634;9910,3;6,634;9910,3;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,017;21/11/2023
-56,56347373;-33,76242764;Sauce Chico;Harvest;1;1057;1,571;145,60;1,000;149,77;21/11/2023;Activado;10,67;0,00;43,70;7,930;7,243;10820;7,243;10820;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56346438;-33,76243951;Sauce Chico;Harvest;1;1058;1,571;145,96;1,000;149,81;21/11/2023;Activado;10,67;0,00;43,88;7,930;7,273;10865;7,273;10865;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56345487;-33,76245123;Sauce Chico;Harvest;1;1059;1,571;146,08;1,000;149,85;21/11/2023;Activado;10,67;0,00;44,89;7,930;7,440;11114;7,440;11114;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,019;21/11/2023
-56,56344530;-33,76246311;Sauce Chico;Harvest;1;1060;1,591;145,93;1,000;149,88;21/11/2023;Activado;10,67;0,00;43,85;7,930;7,176;10719;7,176;10719;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56343590;-33,76247488;Sauce Chico;Harvest;1;1061;1,571;145,96;1,000;149,90;21/11/2023;Activado;10,67;0,00;43,42;7,930;7,196;10749;7,196;10749;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56342633;-33,76248666;Sauce Chico;Harvest;1;1062;1,581;145,85;1,000;149,94;21/11/2023;Activado;10,67;0,00;43,42;7,930;7,150;10681;7,150;10681;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56341673;-33,76249846;Sauce Chico;Harvest;1;1063;1,581;145,81;1,000;149,97;21/11/2023;Activado;10,67;0,00;44,50;7,930;7,328;10947;7,328;10947;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56340726;-33,76251031;Sauce Chico;Harvest;1;1064;1,581;145,85;1,000;150,00;21/11/2023;Activado;10,67;0,00;45,76;7,930;7,535;11257;7,535;11257;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56339778;-33,76252204;Sauce Chico;Harvest;1;1065;1,571;145,88;1,000;150,04;21/11/2023;Activado;10,67;0,00;40,54;7,930;6,718;10036;6,718;10036;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,017;21/11/2023
-56,56338822;-33,76253374;Sauce Chico;Harvest;1;1066;1,571;145,86;1,000;150,07;21/11/2023;Activado;10,67;0,00;38,45;7,930;6,372;9518,9;6,372;9518,9;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,016;21/11/2023
-56,56337860;-33,76254555;Sauce Chico;Harvest;1;1067;1,581;145,89;1,000;150,09;21/11/2023;Activado;10,67;0,00;32,36;7,930;5,330;7961,9;5,330;7961,9;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,013;21/11/2023
-56,56336896;-33,76255742;Sauce Chico;Harvest;1;1068;1,591;145,85;1,000;150,10;21/11/2023;Activado;10,67;0,00;39,85;7,930;6,522;9742,5;6,522;9742,5;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,017;21/11/2023
-56,56335937;-33,76256940;Sauce Chico;Harvest;1;1069;1,601;146,06;1,000;150,09;21/11/2023;Activado;10,67;0,00;37,33;7,930;6,071;9069,4;6,071;9069,4;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,015;21/11/2023
-56,56334970;-33,76258127;Sauce Chico;Harvest;1;1070;1,591;146,10;1,000;150,10;21/11/2023;Activado;10,67;0,00;38,81;7,930;6,351;9487,2;6,351;9487,2;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,016;21/11/2023
-56,56334015;-33,76259329;Sauce Chico;Harvest;1;1071;1,601;146,24;1,000;150,12;21/11/2023;Activado;10,67;0,00;34,09;7,930;5,544;8282,3;5,544;8282,3;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,014;21/11/2023
-56,56333071;-33,76260532;Sauce Chico;Harvest;1;1072;1,591;146,46;1,000;150,16;21/11/2023;Activado;10,67;0,00;35,42;7,930;5,797;8660,0;5,797;8660,0;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,015;21/11/2023
-56,56332117;-33,76261721;Sauce Chico;Harvest;1;1073;1,591;146,36;1,000;150,18;21/11/2023;Activado;10,67;0,00;32,90;7,920;5,385;8043,9;5,385;8043,9;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,014;21/11/2023
-56,56331129;-33,76262893;Sauce Chico;Harvest;1;1074;1,591;145,85;1,000;150,21;21/11/2023;Activado;10,67;0,00;36,94;7,920;6,045;9029,6;6,045;9029,6;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,015;21/11/2023
-56,56330160;-33,76264076;Sauce Chico;Harvest;1;1075;1,591;145,81;1,000;150,24;21/11/2023;Activado;10,67;0,00;42,41;7,920;6,940;10367;6,940;10367;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56329201;-33,76265257;Sauce Chico;Harvest;1;1076;1,581;145,85;1,000;150,27;21/11/2023;Activado;10,67;0,00;42,30;7,920;6,966;10406;6,966;10406;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56328233;-33,76266442;Sauce Chico;Harvest;1;1077;1,591;145,71;1,000;150,29;21/11/2023;Activado;10,67;0,00;37,01;7,920;6,056;9047,2;6,056;9047,2;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,015;21/11/2023
-56,56327276;-33,76267631;Sauce Chico;Harvest;1;1078;1,591;145,71;1,000;150,32;21/11/2023;Activado;10,67;0,00;39,78;7,910;6,510;9724,8;6,510;9724,8;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,017;21/11/2023
-56,56326322;-33,76268825;Sauce Chico;Harvest;1;1079;1,591;145,86;1,000;150,34;21/11/2023;Activado;10,67;0,00;39,06;7,920;6,392;9548,8;6,392;9548,8;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,016;21/11/2023
-56,56325376;-33,76270022;Sauce Chico;Harvest;1;1080;1,591;145,95;1,000;150,35;21/11/2023;Activado;10,67;0,00;43,13;7,920;7,058;10543;7,058;10543;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56324410;-33,76271198;Sauce Chico;Harvest;1;1081;1,581;145,81;1,000;150,37;21/11/2023;Activado;10,67;0,00;44,82;7,920;7,381;11026;7,381;11026;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56323472;-33,76272386;Sauce Chico;Harvest;1;1082;1,581;145,95;1,000;150,41;21/11/2023;Activado;10,67;0,00;42,80;7,920;7,049;10530;7,049;10530;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56322512;-33,76273557;Sauce Chico;Harvest;1;1083;1,571;145,74;1,000;150,46;21/11/2023;Activado;10,67;0,00;38,41;7,920;6,366;9510,0;6,366;9510,0;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,016;21/11/2023
-56,56321564;-33,76274735;Sauce Chico;Harvest;1;1084;1,571;145,92;1,000;150,49;21/11/2023;Activado;10,67;0,00;39,35;7,920;6,521;9741,7;6,521;9741,7;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,016;21/11/2023
-56,56320598;-33,76275907;Sauce Chico;Harvest;1;1085;1,581;145,73;1,000;150,52;21/11/2023;Activado;10,67;0,00;38,34;7,930;6,314;9432,1;6,314;9432,1;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,016;21/11/2023
-56,56319651;-33,76277086;Sauce Chico;Harvest;1;1086;1,571;145,81;1,000;150,53;21/11/2023;Activado;10,67;0,00;36,86;7,930;6,110;9126,7;6,110;9126,7;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,015;21/11/2023
-56,56318707;-33,76278253;Sauce Chico;Harvest;1;1087;1,561;145,91;1,000;150,56;21/11/2023;Activado;10,67;0,00;39,42;7,930;6,575;9822,0;6,575;9822,0;0,00;-17,78;0,00;-17,78;4;5,620;5,995;0,016;21/11/2023
-56,56317750;-33,76279428;Sauce Chico;Harvest;1;1088;1,571;145,91;1,000;150,59;21/11/2023;Activado;10,67;0,00;41,72;7,930;6,915;10330;6,915;10330;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,017;21/11/2023
-56,56316801;-33,76280612;Sauce Chico;Harvest;1;1089;1,581;145,90;1,000;150,59;21/11/2023;Activado;10,67;0,00;43,96;7,920;7,239;10814;7,239;10814;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,018;21/11/2023
-56,56315855;-33,76281788;Sauce Chico;Harvest;1;1090;1,571;145,96;1,000;150,61;21/11/2023;Activado;10,67;0,00;44,50;7,920;7,375;11016;7,375;11016;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,018;21/11/2023
-56,56314900;-33,76282984;Sauce Chico;Harvest;1;1091;1,591;146,03;1,000;150,63;21/11/2023;Activado;10,67;0,00;43,81;7,920;7,170;10711;7,170;10711;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56313916;-33,76284158;Sauce Chico;Harvest;1;1092;1,591;145,61;1,000;150,65;21/11/2023;Activado;10,67;0,00;43,56;7,920;7,129;10649;7,129;10649;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56312962;-33,76285346;Sauce Chico;Harvest;1;1093;1,591;145,69;1,000;150,67;21/11/2023;Activado;10,67;0,00;43,85;7,930;7,176;10719;7,176;10719;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56312002;-33,76286543;Sauce Chico;Harvest;1;1094;1,601;145,82;1,000;150,69;21/11/2023;Activado;10,67;0,00;40,61;7,930;6,604;9865,3;6,604;9865,3;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,017;21/11/2023
-56,56311037;-33,76287725;Sauce Chico;Harvest;1;1095;1,591;145,74;1,000;150,71;21/11/2023;Activado;10,67;0,00;45,54;7,940;7,453;11133;7,453;11133;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,019;21/11/2023
-56,56310077;-33,76288927;Sauce Chico;Harvest;1;1096;1,601;145,85;1,000;150,71;21/11/2023;Activado;10,67;0,00;41,98;7,940;6,827;10198;6,827;10198;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,017;21/11/2023
-56,56309122;-33,76290114;Sauce Chico;Harvest;1;1097;1,591;145,87;1,000;150,73;21/11/2023;Activado;10,67;0,00;45,43;7,950;7,435;11107;7,435;11107;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,019;21/11/2023
-56,56308168;-33,76291306;Sauce Chico;Harvest;1;1098;1,591;145,96;1,000;150,74;21/11/2023;Activado;10,67;0,00;47,05;7,940;7,700;11503;7,700;11503;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,020;21/11/2023
-56,56307210;-33,76292496;Sauce Chico;Harvest;1;1099;1,591;146,11;1,000;150,75;21/11/2023;Activado;10,67;0,00;46,55;7,940;7,618;11379;7,618;11379;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,019;21/11/2023
-56,56306260;-33,76293681;Sauce Chico;Harvest;1;1100;1,581;146,13;1,000;150,76;21/11/2023;Activado;10,67;0,00;44,86;7,950;7,387;11035;7,387;11035;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,019;21/11/2023
-56,56305299;-33,76294866;Sauce Chico;Harvest;1;1101;1,591;145,96;1,000;150,79;21/11/2023;Activado;10,67;0,00;43,52;7,940;7,123;10640;7,123;10640;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56304330;-33,76296033;Sauce Chico;Harvest;1;1102;1,571;145,63;1,000;150,82;21/11/2023;Activado;10,67;0,00;35,28;7,930;5,847;8734,5;5,847;8734,5;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,015;21/11/2023
-56,56303362;-33,76297211;Sauce Chico;Harvest;1;1103;1,581;145,55;1,000;150,83;21/11/2023;Activado;10,67;0,00;38,20;7,930;6,290;9396,7;6,290;9396,7;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,016;21/11/2023
-56,56302407;-33,76298384;Sauce Chico;Harvest;1;1104;1,571;145,66;1,000;150,86;21/11/2023;Activado;10,67;0,00;33,41;7,940;5,537;8271,1;5,537;8271,1;0,00;-17,78;0,00;-17,78;4;5,656;6,034;0,014;21/11/2023
-56,56301469;-33,76299582;Sauce Chico;Harvest;1;1105;1,591;145,98;1,000;150,88;21/11/2023;Activado;10,67;0,00;37,76;7,940;6,180;9232,0;6,180;9232,0;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,016;21/11/2023
-56,56300510;-33,76300763;Sauce Chico;Harvest;1;1106;1,581;145,88;1,000;150,89;21/11/2023;Activado;10,67;0,00;32,51;7,940;5,354;7997,4;5,354;7997,4;0,00;-17,78;0,00;-17,78;4;5,692;6,072;0,013;21/11/2023
-56,56299544;-33,76301955;Sauce Chico;Harvest;1;1107;1,601;145,84;1,000;150,90;21/11/2023;Activado;10,67;0,00;33,55;7,930;5,457;8151,1;5,457;8151,1;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,014;21/11/2023
-56,56298570;-33,76303157;Sauce Chico;Harvest;1;1108;1,611;145,82;1,000;150,88;21/11/2023;Activado;10,67;0,00;31,57;7,940;5,103;7622,5;5,103;7622,5;0,00;-17,78;0,00;-17,78;4;5,800;6,187;0,013;21/11/2023
-56,56297585;-33,76304359;Sauce Chico;Harvest;1;1109;1,611;145,84;1,000;150,88;21/11/2023;Activado;10,67;0,00;36,07;7,930;5,830;8708,9;5,830;8708,9;0,00;-17,78;0,00;-17,78;4;5,800;6,187;0,015;21/11/2023
-56,56296619;-33,76305559;Sauce Chico;Harvest;1;1110;1,601;145,92;1,000;150,90;21/11/2023;Activado;10,67;0,00;38,20;7,930;6,212;9279,3;6,212;9279,3;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,016;21/11/2023
-56,56295650;-33,76306755;Sauce Chico;Harvest;1;1111;1,601;145,80;1,000;150,93;21/11/2023;Activado;10,67;0,00;43,13;7,930;7,014;10477;7,014;10477;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,018;21/11/2023
-56,56294693;-33,76307945;Sauce Chico;Harvest;1;1112;1,591;145,84;1,000;150,95;21/11/2023;Activado;10,67;0,00;44,46;7,930;7,276;10869;7,276;10869;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,018;21/11/2023
-56,56293740;-33,76309139;Sauce Chico;Harvest;1;1113;1,591;145,93;1,000;150,98;21/11/2023;Activado;10,67;0,00;46,76;7,940;7,653;11432;7,653;11432;0,00;-17,78;0,00;-17,78;4;5,728;6,111;0,019;21/11/2023
-56,56292762;-33,76310331;Sauce Chico;Harvest;1;1114;1,601;145,78;1,000;150,98;21/11/2023;Activado;10,67;0,00;47,23;7,940;7,681;11474;7,681;11474;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,020;21/11/2023
-56,56291804;-33,76311533;Sauce Chico;Harvest;1;1115;1,601;145,85;1,000;150,98;21/11/2023;Activado;10,67;0,00;44,42;7,940;7,225;10792;7,225;10792;0,00;-17,78;0,00;-17,78;4;5,764;6,149;0,018;21/11/2023
