Longitude;Latitude;Lote;Conjunto de datos;Producto;Id obj.;Distancia(m);Curso(deg);Duración(s);Elevación(m);Tiempo;Cuenta de área;Anch. de fja.(m);Desviación Y(m);Flj cultivos(M)(tonne/h);Humedad(%);Masa de rend.(húmedo)(tonne/ha);(húmedo)Vol. Rend. (húmedo)(L/ha);(seco)Masa de rend.(tonne/ha);Vol. de rend.(seco)(L/ha);Humedad(%);Temp. aire(°C);Velocidad del viento(km/h);Temp. suelo(°C);Num. de paso;Velocidad(km/h);Prod.(ha/h);Flj cultivos(V)(m³/s);Fecha
-56,56363623;-33,76189201;Sauce Chico;Harvest;1;1740;1,461;145,74;1,000;148,55;21/11/2023;Activado;10,67;0,00;42,44;8,620;7,564;11299;7,564;11299;0,00;-17,78;0,00;-17,78;6;5,260;5,611;0,018;21/11/2023
-56,56362730;-33,76190303;Sauce Chico;Harvest;1;1741;1,471;145,84;1,000;148,59;21/11/2023;Activado;10,67;0,00;41,00;8,630;7,258;10842;7,258;10842;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,017;21/11/2023
-56,56361828;-33,76191405;Sauce Chico;Harvest;1;1742;1,481;145,74;1,000;148,63;21/11/2023;Activado;10,67;0,00;43,63;8,630;7,671;11459;7,671;11459;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56360931;-33,76192506;Sauce Chico;Harvest;1;1743;1,481;145,74;1,000;148,66;21/11/2023;Activado;10,67;0,00;42,66;8,620;7,500;11203;7,500;11203;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56360033;-33,76193607;Sauce Chico;Harvest;1;1744;1,481;145,78;1,000;148,69;21/11/2023;Activado;10,67;0,00;41,26;8,620;7,253;10835;7,253;10835;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,017;21/11/2023
-56,56359136;-33,76194714;Sauce Chico;Harvest;1;1745;1,481;145,78;1,000;148,72;21/11/2023;Activado;10,67;0,00;42,44;8,620;7,462;11147;7,462;11147;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56358240;-33,76195811;Sauce Chico;Harvest;1;1746;1,471;145,81;1,000;148,75;21/11/2023;Activado;10,67;0,00;43,27;8,620;7,659;11441;7,659;11441;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56357362;-33,76196926;Sauce Chico;Harvest;1;1747;1,481;146,13;1,000;148,80;21/11/2023;Activado;10,67;0,00;42,80;8,620;7,525;11241;7,525;11241;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56356476;-33,76198031;Sauce Chico;Harvest;1;1748;1,471;146,08;1,000;148,83;21/11/2023;Activado;10,67;0,00;44,42;8,620;7,863;11746;7,863;11746;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56355583;-33,76199137;Sauce Chico;Harvest;1;1749;1,481;146,05;1,000;148,87;21/11/2023;Activado;10,67;0,00;43,45;8,620;7,639;11411;7,639;11411;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56354702;-33,76200230;Sauce Chico;Harvest;1;1750;1,461;146,06;1,000;148,91;21/11/2023;Activado;10,67;0,00;43,52;8,620;7,757;11587;7,757;11587;0,00;-17,78;0,00;-17,78;6;5,260;5,611;0,018;21/11/2023
-56,56353820;-33,76201329;Sauce Chico;Harvest;1;1751;1,471;146,01;1,000;148,96;21/11/2023;Activado;10,67;0,00;43,06;8,620;7,621;11384;7,621;11384;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56352932;-33,76202426;Sauce Chico;Harvest;1;1752;1,471;145,98;1,000;148,98;21/11/2023;Activado;10,67;0,00;44,57;8,620;7,889;11784;7,889;11784;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56352034;-33,76203517;Sauce Chico;Harvest;1;1753;1,471;145,77;1,000;149,01;21/11/2023;Activado;10,67;0,00;45,18;8,620;7,997;11946;7,997;11946;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,019;21/11/2023
-56,56351134;-33,76204613;Sauce Chico;Harvest;1;1754;1,471;145,59;1,000;149,05;21/11/2023;Activado;10,67;0,00;42,73;8,630;7,564;11299;7,564;11299;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56350228;-33,76205715;Sauce Chico;Harvest;1;1755;1,481;145,67;1,000;149,07;21/11/2023;Activado;10,67;0,00;42,73;8,620;7,513;11222;7,513;11222;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56349352;-33,76206825;Sauce Chico;Harvest;1;1756;1,471;146,02;1,000;149,10;21/11/2023;Activado;10,67;0,00;44,21;8,630;7,825;11689;7,825;11689;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56348463;-33,76207936;Sauce Chico;Harvest;1;1757;1,481;145,98;1,000;149,14;21/11/2023;Activado;10,67;0,00;44,10;8,630;7,753;11582;7,753;11582;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56347577;-33,76209053;Sauce Chico;Harvest;1;1758;1,491;146,13;1,000;149,20;21/11/2023;Activado;10,67;0,00;46,26;8,630;8,078;12067;8,078;12067;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,019;21/11/2023
-56,56346706;-33,76210153;Sauce Chico;Harvest;1;1759;1,461;146,29;1,000;149,24;21/11/2023;Activado;10,67;0,00;40,64;8,620;7,243;10820;7,243;10820;0,00;-17,78;0,00;-17,78;6;5,260;5,611;0,017;21/11/2023
-56,56345813;-33,76211258;Sauce Chico;Harvest;1;1760;1,481;146,24;1,000;149,28;21/11/2023;Activado;10,67;0,00;40,93;8,620;7,196;10750;7,196;10750;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,017;21/11/2023
-56,56344901;-33,76212347;Sauce Chico;Harvest;1;1761;1,471;145,87;1,000;149,31;21/11/2023;Activado;10,67;0,00;37,80;8,620;6,691;9994,6;6,691;9994,6;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,016;21/11/2023
-56,56344003;-33,76213436;Sauce Chico;Harvest;1;1762;1,471;145,77;1,000;149,34;21/11/2023;Activado;10,67;0,00;35,28;8,630;6,245;9328,3;6,245;9328,3;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,015;21/11/2023
-56,56343104;-33,76214543;Sauce Chico;Harvest;1;1763;1,481;145,88;1,000;149,35;21/11/2023;Activado;10,67;0,00;35,82;8,620;6,297;9407,1;6,297;9407,1;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,015;21/11/2023
-56,56342220;-33,76215653;Sauce Chico;Harvest;1;1764;1,481;145,93;1,000;149,36;21/11/2023;Activado;10,67;0,00;36,22;8,630;6,367;9511,1;6,367;9511,1;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,015;21/11/2023
-56,56341319;-33,76216760;Sauce Chico;Harvest;1;1765;1,481;145,80;1,000;149,39;21/11/2023;Activado;10,67;0,00;39,35;8,630;6,918;10334;6,918;10334;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,016;21/11/2023
-56,56340420;-33,76217870;Sauce Chico;Harvest;1;1766;1,491;145,80;1,000;149,41;21/11/2023;Activado;10,67;0,00;41,40;8,630;7,230;10800;7,230;10800;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,017;21/11/2023
-56,56339530;-33,76218976;Sauce Chico;Harvest;1;1767;1,481;145,88;1,000;149,44;21/11/2023;Activado;10,67;0,00;40,00;8,650;7,032;10504;7,032;10504;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,017;21/11/2023
-56,56338637;-33,76220093;Sauce Chico;Harvest;1;1768;1,491;146,02;1,000;149,46;21/11/2023;Activado;10,67;0,00;39,92;8,660;6,972;10415;6,972;10415;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,017;21/11/2023
-56,56337740;-33,76221204;Sauce Chico;Harvest;1;1769;1,491;145,99;1,000;149,48;21/11/2023;Activado;10,67;0,00;41,47;8,670;7,242;10818;7,242;10818;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,017;21/11/2023
-56,56336842;-33,76222325;Sauce Chico;Harvest;1;1770;1,501;146,05;1,000;149,53;21/11/2023;Activado;10,67;0,00;38,27;8,680;6,638;9916,1;6,638;9916,1;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,016;21/11/2023
-56,56335947;-33,76223441;Sauce Chico;Harvest;1;1771;1,491;146,07;1,000;149,55;21/11/2023;Activado;10,67;0,00;43,63;8,680;7,619;11382;7,619;11382;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,018;21/11/2023
-56,56335045;-33,76224553;Sauce Chico;Harvest;1;1772;1,491;146,07;1,000;149,57;21/11/2023;Activado;10,67;0,00;41,72;8,680;7,286;10884;7,286;10884;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,017;21/11/2023
-56,56334131;-33,76225663;Sauce Chico;Harvest;1;1773;1,491;145,87;1,000;149,60;21/11/2023;Activado;10,67;0,00;43,78;8,680;7,644;11419;7,644;11419;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,018;21/11/2023
-56,56333241;-33,76226768;Sauce Chico;Harvest;1;1774;1,481;146,02;1,000;149,64;21/11/2023;Activado;10,67;0,00;40,79;8,690;7,171;10712;7,171;10712;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,017;21/11/2023
-56,56332348;-33,76227876;Sauce Chico;Harvest;1;1775;1,481;146,14;1,000;149,67;21/11/2023;Activado;10,67;0,00;43,13;8,690;7,582;11326;7,582;11326;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56331458;-33,76228982;Sauce Chico;Harvest;1;1776;1,481;146,31;1,000;149,71;21/11/2023;Activado;10,67;0,00;42,52;8,690;7,475;11166;7,475;11166;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,018;21/11/2023
-56,56330563;-33,76230082;Sauce Chico;Harvest;1;1777;1,471;146,21;1,000;149,73;21/11/2023;Activado;10,67;0,00;43,60;8,700;7,717;11527;7,717;11527;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,018;21/11/2023
-56,56329674;-33,76231209;Sauce Chico;Harvest;1;1778;1,501;146,33;1,000;149,77;21/11/2023;Activado;10,67;0,00;40,07;8,690;6,950;10383;6,950;10383;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,017;21/11/2023
-56,56328784;-33,76232312;Sauce Chico;Harvest;1;1779;1,471;146,09;1,000;149,80;21/11/2023;Activado;10,67;0,00;38,95;8,690;6,895;10299;6,895;10299;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,016;21/11/2023
-56,56327885;-33,76233404;Sauce Chico;Harvest;1;1780;1,471;145,84;1,000;149,83;21/11/2023;Activado;10,67;0,00;35,35;8,690;6,257;9347,3;6,257;9347,3;0,00;-17,78;0,00;-17,78;6;5,296;5,650;0,015;21/11/2023
-56,56326973;-33,76234498;Sauce Chico;Harvest;1;1781;1,481;145,71;1,000;149,85;21/11/2023;Activado;10,67;0,00;35,60;8,700;6,259;9350,4;6,259;9350,4;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,015;21/11/2023
-56,56326073;-33,76235612;Sauce Chico;Harvest;1;1782;1,491;145,93;1,000;149,87;21/11/2023;Activado;10,67;0,00;31,72;8,690;5,538;8273,5;5,538;8273,5;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,013;21/11/2023
-56,56325175;-33,76236728;Sauce Chico;Harvest;1;1783;1,491;146,00;1,000;149,88;21/11/2023;Activado;10,67;0,00;34,42;8,690;6,010;8977,8;6,010;8977,8;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,014;21/11/2023
-56,56324272;-33,76237845;Sauce Chico;Harvest;1;1784;1,491;145,98;1,000;149,90;21/11/2023;Activado;10,67;0,00;34,49;8,690;6,023;8996,6;6,023;8996,6;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,014;21/11/2023
-56,56323361;-33,76238974;Sauce Chico;Harvest;1;1785;1,511;145,97;1,000;149,91;21/11/2023;Activado;10,67;0,00;34,67;8,690;5,974;8923,8;5,974;8923,8;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,014;21/11/2023
-56,56322463;-33,76240101;Sauce Chico;Harvest;1;1786;1,501;146,14;1,000;149,92;21/11/2023;Activado;10,67;0,00;34,60;8,690;6,001;8964,6;6,001;8964,6;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,014;21/11/2023
-56,56321577;-33,76241236;Sauce Chico;Harvest;1;1787;1,501;146,46;1,000;149,94;21/11/2023;Activado;10,67;0,00;36,22;8,690;6,282;9384,4;6,282;9384,4;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,015;21/11/2023
-56,56320654;-33,76242355;Sauce Chico;Harvest;1;1788;1,511;146,05;1,000;149,96;21/11/2023;Activado;10,67;0,00;36,22;8,680;6,241;9322,3;6,241;9322,3;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,015;21/11/2023
-56,56319749;-33,76243469;Sauce Chico;Harvest;1;1789;1,491;145,95;1,000;149,99;21/11/2023;Activado;10,67;0,00;37,33;8,680;6,519;9738,5;6,519;9738,5;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,015;21/11/2023
-56,56318832;-33,76244587;Sauce Chico;Harvest;1;1790;1,501;145,74;1,000;150,01;21/11/2023;Activado;10,67;0,00;36,00;8,680;6,245;9328,4;6,245;9328,4;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,015;21/11/2023
-56,56317917;-33,76245704;Sauce Chico;Harvest;1;1791;1,501;145,68;1,000;150,03;21/11/2023;Activado;10,67;0,00;34,34;8,680;5,957;8899,3;5,957;8899,3;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,014;21/11/2023
-56,56317009;-33,76246837;Sauce Chico;Harvest;1;1792;1,511;145,74;1,000;150,05;21/11/2023;Activado;10,67;0,00;38,74;8,690;6,675;9971,0;6,675;9971,0;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,016;21/11/2023
-56,56316104;-33,76247953;Sauce Chico;Harvest;1;1793;1,491;145,86;1,000;150,07;21/11/2023;Activado;10,67;0,00;32,29;8,690;5,639;8423,7;5,639;8423,7;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,013;21/11/2023
-56,56315211;-33,76249081;Sauce Chico;Harvest;1;1794;1,501;145,99;1,000;150,09;21/11/2023;Activado;10,67;0,00;37,01;8,680;6,420;9589,6;6,420;9589,6;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,015;21/11/2023
-56,56314299;-33,76250207;Sauce Chico;Harvest;1;1795;1,511;145,99;1,000;150,12;21/11/2023;Activado;10,67;0,00;32,58;8,680;5,614;8386,4;5,614;8386,4;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,014;21/11/2023
-56,56313393;-33,76251333;Sauce Chico;Harvest;1;1796;1,501;145,96;1,000;150,14;21/11/2023;Activado;10,67;0,00;37,01;8,690;6,420;9589,6;6,420;9589,6;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,015;21/11/2023
-56,56312489;-33,76252466;Sauce Chico;Harvest;1;1797;1,511;145,99;1,000;150,16;21/11/2023;Activado;10,67;0,00;33,30;8,680;5,738;8571,7;5,738;8571,7;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,014;21/11/2023
-56,56311571;-33,76253572;Sauce Chico;Harvest;1;1798;1,491;145,67;1,000;150,18;21/11/2023;Activado;10,67;0,00;35,89;8,690;6,268;9362,8;6,268;9362,8;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,015;21/11/2023
-56,56310656;-33,76254687;Sauce Chico;Harvest;1;1799;1,501;145,62;1,000;150,20;21/11/2023;Activado;10,67;0,00;31,97;8,680;5,545;8283,6;5,545;8283,6;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,013;21/11/2023
-56,56309736;-33,76255802;Sauce Chico;Harvest;1;1800;1,501;145,56;1,000;150,21;21/11/2023;Activado;10,67;0,00;35,21;8,670;6,107;9123,2;6,107;9123,2;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,015;21/11/2023
-56,56308845;-33,76256924;Sauce Chico;Harvest;1;1801;1,491;145,91;1,000;150,23;21/11/2023;Activado;10,67;0,00;33,70;8,670;5,884;8790,0;5,884;8790,0;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,014;21/11/2023
-56,56307959;-33,76258059;Sauce Chico;Harvest;1;1802;1,501;146,21;1,000;150,24;21/11/2023;Activado;10,67;0,00;37,22;8,660;6,457;9645,6;6,457;9645,6;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,015;21/11/2023
-56,56307044;-33,76259199;Sauce Chico;Harvest;1;1803;1,521;146,17;1,000;150,25;21/11/2023;Activado;10,67;0,00;34,16;8,670;5,848;8736,3;5,848;8736,3;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,014;21/11/2023
-56,56306123;-33,76260334;Sauce Chico;Harvest;1;1804;1,521;146,03;1,000;150,24;21/11/2023;Activado;10,67;0,00;37,55;8,670;6,428;9601,6;6,428;9601,6;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,016;21/11/2023
-56,56305186;-33,76261479;Sauce Chico;Harvest;1;1805;1,541;145,99;1,000;150,25;21/11/2023;Activado;10,67;0,00;37,40;8,670;6,320;9440,7;6,320;9440,7;0,00;-17,78;0,00;-17,78;6;5,548;5,918;0,016;21/11/2023
-56,56304284;-33,76262615;Sauce Chico;Harvest;1;1806;1,511;146,14;1,000;150,27;21/11/2023;Activado;10,67;0,00;41,18;8,670;7,097;10601;7,097;10601;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,017;21/11/2023
-56,56303362;-33,76263750;Sauce Chico;Harvest;1;1807;1,521;146,06;1,000;150,28;21/11/2023;Activado;10,67;0,00;40,39;8,660;6,914;10329;6,914;10329;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,017;21/11/2023
-56,56302443;-33,76264883;Sauce Chico;Harvest;1;1808;1,521;145,98;1,000;150,27;21/11/2023;Activado;10,67;0,00;40,86;8,660;6,995;10449;6,995;10449;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,017;21/11/2023
-56,56301514;-33,76266000;Sauce Chico;Harvest;1;1809;1,511;145,71;1,000;150,28;21/11/2023;Activado;10,67;0,00;39,06;8,670;6,731;10054;6,731;10054;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,016;21/11/2023
-56,56300597;-33,76267137;Sauce Chico;Harvest;1;1810;1,521;145,71;1,000;150,30;21/11/2023;Activado;10,67;0,00;44,17;8,670;7,562;11295;7,562;11295;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,018;21/11/2023
-56,56299681;-33,76268268;Sauce Chico;Harvest;1;1811;1,511;145,79;1,000;150,31;21/11/2023;Activado;10,67;0,00;41,40;8,670;7,134;10657;7,134;10657;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,017;21/11/2023
-56,56298769;-33,76269388;Sauce Chico;Harvest;1;1812;1,501;145,86;1,000;150,33;21/11/2023;Activado;10,67;0,00;42,66;8,670;7,400;11054;7,400;11054;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,018;21/11/2023
-56,56297865;-33,76270520;Sauce Chico;Harvest;1;1813;1,511;145,92;1,000;150,34;21/11/2023;Activado;10,67;0,00;41,26;8,670;7,109;10620;7,109;10620;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,017;21/11/2023
-56,56296962;-33,76271647;Sauce Chico;Harvest;1;1814;1,501;146,03;1,000;150,35;21/11/2023;Activado;10,67;0,00;41,80;8,670;7,250;10830;7,250;10830;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,017;21/11/2023
-56,56296048;-33,76272778;Sauce Chico;Harvest;1;1815;1,511;146,01;1,000;150,36;21/11/2023;Activado;10,67;0,00;43,78;8,660;7,543;11268;7,543;11268;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56295146;-33,76273893;Sauce Chico;Harvest;1;1816;1,491;145,94;1,000;150,38;21/11/2023;Activado;10,67;0,00;42,44;8,660;7,412;11072;7,412;11072;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,018;21/11/2023
-56,56294227;-33,76275006;Sauce Chico;Harvest;1;1817;1,501;145,87;1,000;150,39;21/11/2023;Activado;10,67;0,00;42,59;8,670;7,387;11036;7,387;11036;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,018;21/11/2023
-56,56293340;-33,76276131;Sauce Chico;Harvest;1;1818;1,491;146,03;1,000;150,40;21/11/2023;Activado;10,67;0,00;40,46;8,670;7,066;10555;7,066;10555;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,017;21/11/2023
-56,56292430;-33,76277246;Sauce Chico;Harvest;1;1819;1,501;145,90;1,000;150,42;21/11/2023;Activado;10,67;0,00;42,26;8,670;7,331;10952;7,331;10952;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,018;21/11/2023
-56,56291528;-33,76278354;Sauce Chico;Harvest;1;1820;1,491;145,72;1,000;150,47;21/11/2023;Activado;10,67;0,00;42,80;8,670;7,475;11166;7,475;11166;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,018;21/11/2023
-56,56290626;-33,76279472;Sauce Chico;Harvest;1;1821;1,491;145,76;1,000;150,50;21/11/2023;Activado;10,67;0,00;44,68;8,660;7,802;11654;7,802;11654;0,00;-17,78;0,00;-17,78;6;5,368;5,726;0,019;21/11/2023
-56,56289727;-33,76280575;Sauce Chico;Harvest;1;1822;1,481;145,76;1,000;150,50;21/11/2023;Activado;10,67;0,00;40,00;8,660;7,032;10504;7,032;10504;0,00;-17,78;0,00;-17,78;6;5,332;5,688;0,017;21/11/2023
-56,56288824;-33,76281698;Sauce Chico;Harvest;1;1823;1,501;145,77;1,000;150,52;21/11/2023;Activado;10,67;0,00;44,86;8,670;7,781;11623;7,781;11623;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,019;21/11/2023
-56,56287917;-33,76282831;Sauce Chico;Harvest;1;1824;1,511;145,85;1,000;150,53;21/11/2023;Activado;10,67;0,00;43,56;8,670;7,506;11213;7,506;11213;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56287013;-33,76283974;Sauce Chico;Harvest;1;1825;1,521;145,96;1,000;150,54;21/11/2023;Activado;10,67;0,00;45,43;8,660;7,777;11618;7,777;11618;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,019;21/11/2023
-56,56286071;-33,76285104;Sauce Chico;Harvest;1;1826;1,531;145,67;1,000;150,54;21/11/2023;Activado;10,67;0,00;46,04;8,660;7,830;11697;7,830;11697;0,00;-17,78;0,00;-17,78;6;5,512;5,880;0,019;21/11/2023
-56,56285134;-33,76286252;Sauce Chico;Harvest;1;1827;1,541;145,65;1,000;150,52;21/11/2023;Activado;10,67;0,00;45,14;8,670;7,628;11394;7,628;11394;0,00;-17,78;0,00;-17,78;6;5,548;5,918;0,019;21/11/2023
-56,56284208;-33,76287410;Sauce Chico;Harvest;1;1828;1,541;145,93;1,000;150,51;21/11/2023;Activado;10,67;0,00;42,44;8,670;7,171;10713;7,171;10713;0,00;-17,78;0,00;-17,78;6;5,548;5,918;0,018;21/11/2023
-56,56283288;-33,76288561;Sauce Chico;Harvest;1;1829;1,531;146,13;1,000;150,51;21/11/2023;Activado;10,67;0,00;40,46;8,670;6,882;10280;6,882;10280;0,00;-17,78;0,00;-17,78;6;5,512;5,880;0,017;21/11/2023
-56,56282369;-33,76289706;Sauce Chico;Harvest;1;1830;1,531;146,09;1,000;150,50;21/11/2023;Activado;10,67;0,00;39,13;8,670;6,655;9941,3;6,655;9941,3;0,00;-17,78;0,00;-17,78;6;5,512;5,880;0,016;21/11/2023
-56,56281452;-33,76290843;Sauce Chico;Harvest;1;1831;1,521;146,10;1,000;150,51;21/11/2023;Activado;10,67;0,00;46,19;8,670;7,907;11811;7,907;11811;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,019;21/11/2023
-56,56280555;-33,76291973;Sauce Chico;Harvest;1;1832;1,501;146,18;1,000;150,53;21/11/2023;Activado;10,67;0,00;42,98;8,670;7,456;11138;7,456;11138;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,018;21/11/2023
-56,56279597;-33,76293087;Sauce Chico;Harvest;1;1833;1,521;145,54;1,000;150,52;21/11/2023;Activado;10,67;0,00;43,38;8,670;7,426;11093;7,426;11093;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,018;21/11/2023
-56,56278682;-33,76294200;Sauce Chico;Harvest;1;1834;1,501;145,64;1,000;150,52;21/11/2023;Activado;10,67;0,00;41,08;8,670;7,125;10644;7,125;10644;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,017;21/11/2023
-56,56277796;-33,76295339;Sauce Chico;Harvest;1;1835;1,511;146,04;1,000;150,53;21/11/2023;Activado;10,67;0,00;44,28;8,670;7,630;11398;7,630;11398;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56276905;-33,76296466;Sauce Chico;Harvest;1;1836;1,501;146,26;1,000;150,54;21/11/2023;Activado;10,67;0,00;39,53;8,670;6,857;10243;6,857;10243;0,00;-17,78;0,00;-17,78;6;5,404;5,765;0,016;21/11/2023
-56,56275999;-33,76297599;Sauce Chico;Harvest;1;1837;1,511;146,20;1,000;150,56;21/11/2023;Activado;10,67;0,00;43,27;8,660;7,456;11139;7,456;11139;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56275059;-33,76298713;Sauce Chico;Harvest;1;1838;1,511;145,71;1,000;150,56;21/11/2023;Activado;10,67;0,00;44,32;8,670;7,636;11407;7,636;11407;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56274148;-33,76299846;Sauce Chico;Harvest;1;1839;1,511;145,71;1,000;150,58;21/11/2023;Activado;10,67;0,00;42,26;8,680;7,283;10879;7,283;10879;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56273232;-33,76300982;Sauce Chico;Harvest;1;1840;1,521;145,78;1,000;150,60;21/11/2023;Activado;10,67;0,00;40,86;8,680;6,995;10449;6,995;10449;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,017;21/11/2023
-56,56272326;-33,76302124;Sauce Chico;Harvest;1;1841;1,521;146,02;1,000;150,60;21/11/2023;Activado;10,67;0,00;39,53;8,690;6,767;10108;6,767;10108;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,016;21/11/2023
-56,56271423;-33,76303258;Sauce Chico;Harvest;1;1842;1,511;146,10;1,000;150,61;21/11/2023;Activado;10,67;0,00;41,72;8,700;7,190;10740;7,190;10740;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,017;21/11/2023
-56,56270506;-33,76304392;Sauce Chico;Harvest;1;1843;1,521;146,07;1,000;150,62;21/11/2023;Activado;10,67;0,00;40,75;8,690;6,976;10421;6,976;10421;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,017;21/11/2023
-56,56269596;-33,76305527;Sauce Chico;Harvest;1;1844;1,511;146,17;1,000;150,63;21/11/2023;Activado;10,67;0,00;44,46;8,700;7,661;11444;7,661;11444;0,00;-17,78;0,00;-17,78;6;5,440;5,803;0,018;21/11/2023
-56,56268671;-33,76306654;Sauce Chico;Harvest;1;1845;1,521;146,01;1,000;150,64;21/11/2023;Activado;10,67;0,00;44,68;8,700;7,648;11424;7,648;11424;0,00;-17,78;0,00;-17,78;6;5,476;5,842;0,019;21/11/2023
